Age,Attrition,BusinessTravel_FK,DailyRate,Department_FK,DistanceFromHome,Education,EducationField_FK,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender_FK,HourlyRate,JobInvolvement,JobLevel,JobRole_FK,JobSatisfaction,MaritalStatus_FK,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumberProjects,WorkAccident
31,Yes,1002,1365,2002,13,4,3003,1,650,2,4001,46,3,2,5007,1,6000,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,4,0
35,No,1002,538,2001,25,2,3004,1,652,1,4001,54,2,2,5002,4,6002,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,2,1
31,No,1002,525,2002,6,4,3003,1,653,1,4001,66,4,2,5007,4,6000,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,2,0
27,No,1002,798,2001,6,4,3003,1,655,1,4000,66,2,1,5006,3,6000,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,5,0
37,No,1002,558,2002,2,3,3002,1,656,4,4001,75,3,2,5007,3,6001,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,2,0
20,No,1002,959,2001,1,3,3001,1,657,4,4000,83,2,1,5006,2,6002,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,4,0
42,No,1002,622,2001,2,4,3001,1,659,3,4000,81,3,2,5000,4,6001,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,7,0
43,No,1002,782,2001,6,4,3004,1,661,2,4001,50,2,4,5005,4,6000,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,4,0
38,No,1002,362,2001,1,1,3001,1,662,3,4000,43,3,1,5006,1,6002,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,4,0
43,No,1001,1001,2001,9,5,3003,1,663,4,4001,72,3,2,5002,3,6000,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,2,0
48,No,1002,1236,2001,1,4,3001,1,664,4,4000,40,2,4,5003,1,6001,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,6,0
44,No,1002,1112,2000,1,4,3001,1,665,1,4000,50,2,2,5001,3,6002,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,6,0
34,No,1002,204,2002,14,3,3005,1,666,3,4000,31,3,1,5008,3,6000,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,5,0
27,Yes,1002,1420,2002,2,1,3002,1,667,3,4001,85,3,1,5008,1,6000,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,4,0
21,No,1002,1343,2002,22,1,3005,1,669,3,4001,49,3,1,5008,3,6002,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,6,0
44,No,1002,1315,2001,3,4,3004,1,671,4,4001,35,3,5,5003,4,6001,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,7,0
22,No,1002,604,2001,6,1,3003,1,675,1,4001,69,3,1,5006,3,6001,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,2,0
33,No,1002,1216,2002,8,4,3002,1,677,3,4001,39,3,2,5007,3,6000,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,2,0
32,No,1002,646,2001,9,4,3001,1,679,1,4000,92,3,2,5006,4,6001,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,5,0
30,No,1001,160,2001,3,3,3003,1,680,3,4000,71,3,1,5006,3,6000,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,5,0
53,No,1002,238,2002,1,1,3003,1,682,4,4000,34,3,2,5007,1,6002,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10,7,0
34,No,1002,1397,2001,1,5,3001,1,683,2,4001,42,3,1,5006,4,6001,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,2,0
45,Yes,1001,306,2002,26,4,3001,1,684,1,4000,100,3,2,5007,1,6001,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,4,0
26,No,1002,991,2001,6,3,3001,1,686,3,4000,71,3,1,5002,4,6001,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,6,0
37,No,1002,482,2001,3,3,3004,1,689,3,4001,36,3,3,5004,3,6001,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,4,0
29,No,1002,1176,2002,3,2,3003,1,690,2,4000,62,3,2,5007,3,6001,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,2,0
35,No,1002,1017,2001,6,4,3001,1,691,2,4001,82,1,2,5006,4,6002,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,2,0
33,No,1001,1296,2001,6,3,3001,1,692,3,4001,30,3,2,5000,4,6000,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,2,0
54,No,1002,397,2000,19,4,3003,1,698,3,4001,88,3,3,5001,2,6001,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,2,0
36,No,1002,913,2001,9,2,3003,1,699,2,4001,48,2,2,5004,2,6000,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,2,0
27,No,1002,1115,2001,3,4,3003,1,700,1,4001,54,2,1,5006,4,6002,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,6,0
20,Yes,1002,1362,2001,10,1,3003,1,701,4,4001,32,3,1,5006,3,6002,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,6,0
33,Yes,1001,1076,2001,3,3,3001,1,702,1,4001,70,3,1,5006,1,6002,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,5,0
35,No,1000,727,2001,3,3,3001,1,704,3,4001,41,2,1,5002,3,6001,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,5,1
23,No,1002,885,2001,4,3,3003,1,705,1,4001,58,4,1,5006,1,6001,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,6,0
25,No,1002,810,2002,8,3,3001,1,707,4,4001,57,4,2,5007,2,6001,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,7,0
38,No,1002,243,2002,7,4,3002,1,709,4,4000,46,2,2,5007,4,6002,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,2,0
29,No,1001,806,2001,1,4,3001,1,710,2,4001,76,1,1,5006,4,6000,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,2,0
48,No,1002,817,2002,2,1,3002,1,712,2,4001,56,4,2,5007,2,6001,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,4,0
27,No,1001,1410,2002,3,1,3003,1,714,4,4000,71,4,2,5007,4,6000,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,4,0
37,No,1002,1225,2001,10,2,3001,1,715,4,4001,80,4,1,5006,4,6002,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,7,0
50,No,1002,1207,2001,28,1,3003,1,716,4,4001,74,4,1,5002,3,6001,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,4,0
34,No,1002,1442,2001,9,3,3003,1,717,4,4000,46,2,3,5000,2,6002,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,5,0
24,Yes,1002,693,2002,3,2,3001,1,720,1,4000,65,3,2,5007,3,6002,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0,2,0
39,No,1002,408,2001,2,4,3005,1,721,4,4000,80,2,2,5000,3,6002,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10,2,1
32,No,1002,929,2002,10,3,3002,1,722,4,4001,55,3,2,5007,4,6002,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,7,0
50,Yes,1001,562,2002,8,2,3005,1,723,2,4001,50,3,2,5007,3,6001,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,6,0
38,No,1002,827,2001,1,4,3001,1,724,2,4000,33,4,2,5000,4,6002,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8,2,0
27,No,1002,608,2001,1,2,3001,1,725,3,4000,68,3,3,5004,1,6001,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,2,0
32,No,1002,1018,2001,3,2,3001,1,727,3,4000,39,3,3,5005,4,6002,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7,2,1
47,No,1002,703,2002,14,4,3002,1,728,4,4001,42,3,2,5007,1,6002,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7,6,0
40,No,1001,580,2002,5,4,3001,1,729,4,4001,48,2,3,5007,1,6001,10475,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12,2,0
53,No,1002,970,2001,7,3,3001,1,730,3,4001,59,4,4,5005,3,6001,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3,5,1
41,No,1002,427,2000,10,4,3000,1,731,2,4001,73,2,5,5003,4,6000,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6,2,0
60,No,1002,1179,2002,16,4,3002,1,732,1,4001,84,3,2,5007,1,6002,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,6,0
27,No,1001,294,2001,10,2,3001,1,733,4,4001,32,3,3,5004,1,6000,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7,2,1
41,No,1002,314,2000,1,3,3000,1,734,4,4001,59,2,5,5003,3,6001,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,5,1
50,No,1002,316,2002,8,4,3002,1,738,4,4001,54,3,1,5008,2,6001,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2,7,0
28,Yes,1002,654,2001,1,2,3001,1,741,1,4000,67,1,1,5006,2,6002,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,2,0
36,No,1000,427,2001,8,3,3001,1,742,1,4000,63,4,3,5005,1,6001,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,4,0
38,No,1002,168,2001,1,3,3001,1,743,3,4000,81,3,3,5004,3,6002,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0,5,0
44,No,1000,381,2001,24,3,3003,1,744,1,4001,49,1,1,5002,3,6002,3708,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4,5,0
47,No,1001,217,2002,3,3,3003,1,746,4,4000,49,3,4,5007,3,6000,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13,2,0
30,No,1002,501,2002,27,5,3002,1,747,3,4001,99,3,2,5007,4,6000,5304,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7,5,0
29,No,1002,1396,2002,10,3,3001,1,749,3,4001,99,3,1,5008,3,6002,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0,2,0
42,Yes,1001,933,2001,19,3,3003,1,752,3,4001,57,4,1,5006,3,6000,2759,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2,2,0
43,No,1001,775,2002,15,3,3001,1,754,4,4001,47,2,2,5007,4,6001,6804,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2,4,0
34,No,1002,970,2001,8,2,3003,1,757,2,4000,96,3,2,5000,3,6002,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3,2,0
23,No,1002,650,2001,9,1,3003,1,758,2,4001,37,3,1,5002,1,6001,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2,6,0
39,No,1002,141,2000,3,3,3000,1,760,3,4000,44,4,2,5001,2,6001,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,5,0
56,No,1002,832,2001,9,3,3003,1,762,3,4001,81,3,4,5000,4,6001,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1,5,0
40,No,1002,804,2001,2,1,3003,1,763,4,4000,86,2,1,5006,4,6002,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3,5,0
27,No,1002,975,2001,7,3,3003,1,764,4,4000,55,2,2,5000,1,6002,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7,2,0
29,No,1002,1090,2002,10,3,3002,1,766,4,4001,83,3,1,5008,2,6000,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,7,0
53,No,1002,346,2001,6,3,3001,1,769,4,4001,86,3,2,5002,4,6002,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2,2,1
35,No,1000,1225,2001,2,4,3001,1,771,4,4000,61,3,2,5000,1,6000,5093,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0,2,0
32,No,1001,430,2001,24,4,3001,1,772,1,4001,80,3,2,5002,4,6001,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,2,0
38,No,1002,268,2001,2,5,3003,1,773,4,4001,92,3,1,5006,3,6001,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,7,0
34,No,1002,167,2001,8,5,3001,1,775,2,4000,32,3,2,5004,1,6000,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0,6,0
52,No,1002,621,2002,3,4,3002,1,776,3,4001,31,2,4,5003,1,6001,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16,2,0
33,Yes,1002,527,2001,1,4,3004,1,780,4,4001,63,3,1,5006,4,6002,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8,2,0
25,No,1002,883,2002,26,1,3003,1,781,3,4000,32,3,2,5007,4,6002,6180,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4,7,0
45,No,1002,954,2002,2,2,3005,1,783,2,4001,46,1,2,5008,3,6002,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1,2,0
23,No,1002,310,2001,10,1,3003,1,784,1,4001,79,4,1,5006,3,6002,3505,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2,3,0
47,Yes,1001,719,2002,27,2,3001,1,785,2,4000,77,4,2,5007,3,6002,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,7,0
34,No,1002,304,2002,2,3,3004,1,786,4,4001,60,3,2,5007,4,6002,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4,6,0
55,Yes,1002,725,2001,2,3,3003,1,787,4,4001,78,3,5,5003,1,6001,19859,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4,2,0
36,No,1000,1434,2002,8,4,3001,1,789,1,4001,76,2,3,5007,1,6002,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9,4,0
52,No,1000,715,2001,19,4,3003,1,791,4,4001,41,3,1,5006,4,6001,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,2,0
26,No,1001,575,2001,1,2,3001,1,792,1,4000,71,1,1,5002,4,6000,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,4,0
29,No,1002,657,2001,27,3,3003,1,793,2,4000,66,3,2,5000,3,6001,4335,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1,5,0
26,Yes,1002,1146,2002,8,3,3005,1,796,4,4001,38,2,2,5007,1,6002,5326,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2,2,0
34,No,1002,182,2001,1,4,3001,1,797,2,4000,72,4,1,5006,4,6002,3280,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3,2,0
54,No,1002,376,2001,19,4,3003,1,799,4,4000,95,3,2,5004,1,6000,5485,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4,2,0
27,No,1001,829,2002,8,1,3002,1,800,3,4001,84,3,2,5007,4,6001,4342,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,2,0
37,No,1002,571,2001,10,1,3001,1,802,4,4000,82,3,1,5006,1,6000,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,4,0
38,No,1001,240,2001,2,4,3001,1,803,1,4000,75,4,2,5004,1,6002,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12,5,0
34,No,1002,121,2001,2,4,3003,1,804,3,4000,86,2,1,5006,1,6002,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3,2,0
35,No,1002,384,2002,8,4,3001,1,805,1,4000,72,3,1,5008,4,6001,2572,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2,2,0
30,No,1002,921,2001,1,3,3001,1,806,4,4001,38,1,1,5002,3,6001,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2,5,0
40,No,1001,791,2001,2,2,3003,1,807,3,4000,38,4,2,5000,2,6001,4244,9931,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7,5,0
34,No,1002,1111,2002,8,2,3001,1,808,3,4000,93,3,2,5007,1,6001,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2,2,0
42,No,1001,570,2001,8,3,3001,1,809,2,4001,66,3,5,5003,4,6000,18430,16225,1,Y,No,13,3,2,80,1,24,4,2,24,7,14,9,2,0
23,Yes,1002,1243,2001,6,3,3001,1,811,3,4001,63,4,1,5002,1,6001,1601,3445,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0,2,0
24,No,1000,1092,2001,9,3,3001,1,812,3,4001,60,2,1,5002,2,6000,2694,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0,2,0
52,No,1002,1325,2001,11,4,3001,1,813,4,4000,82,3,2,5002,3,6001,3149,21821,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4,2,0
50,No,1002,691,2001,2,3,3003,1,815,3,4001,64,3,4,5005,3,6001,17639,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3,5,0
29,Yes,1002,805,2001,1,2,3001,1,816,2,4000,36,2,1,5002,1,6001,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,2,0
33,No,1002,213,2001,7,3,3003,1,817,3,4001,49,3,3,5005,3,6001,11691,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7,2,0
33,Yes,1002,118,2002,16,3,3002,1,819,1,4000,69,3,2,5007,1,6002,5324,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2,2,0
47,No,1002,202,2001,2,2,3004,1,820,3,4000,33,3,4,5003,4,6001,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,6,0
36,No,1002,676,2001,1,3,3004,1,823,3,4000,35,3,2,5004,2,6001,5228,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5,2,0
29,No,1002,1252,2001,23,2,3001,1,824,3,4001,81,4,1,5006,3,6001,2700,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7,6,0
58,Yes,1002,286,2001,2,4,3001,1,825,4,4001,31,3,5,5005,2,6002,19246,25761,7,Y,Yes,12,3,4,80,0,40,2,3,31,15,13,8,5,0
35,No,1002,1258,2001,1,4,3001,1,826,4,4000,40,4,1,5006,3,6002,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,5,0
42,No,1002,932,2001,1,2,3001,1,827,4,4000,43,2,2,5004,4,6001,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,6,0
28,Yes,1002,890,2001,2,4,3003,1,828,3,4001,46,3,1,5006,3,6002,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,2,0
36,No,1002,1041,2000,13,3,3000,1,829,3,4001,36,3,1,5001,2,6001,2143,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,7,0
32,No,1002,859,2001,4,3,3001,1,830,3,4000,98,2,2,5004,3,6001,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8,5,0
40,No,1001,720,2001,16,4,3003,1,832,1,4001,51,2,2,5002,3,6002,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,5,0
30,No,1002,946,2001,2,3,3003,1,833,3,4000,52,2,2,5004,4,6002,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,7,0
45,No,1002,252,2001,2,3,3001,1,834,2,4000,95,2,1,5006,3,6002,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,5,0
42,No,1002,933,2001,29,3,3001,1,836,2,4001,98,3,2,5004,2,6001,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,6,0
38,No,1001,471,2001,12,3,3001,1,837,1,4001,45,2,2,5000,1,6000,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,5,0
34,No,1001,702,2001,16,4,3001,1,838,3,4000,100,2,1,5006,4,6002,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,2,0
49,Yes,1002,1184,2002,11,3,3002,1,840,3,4000,43,3,3,5007,4,6001,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7,5,0
55,Yes,1002,436,2002,2,1,3003,1,842,3,4001,37,3,2,5007,4,6002,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3,2,0
43,No,1002,589,2001,14,2,3001,1,843,2,4001,94,3,4,5005,1,6001,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0,7,0
27,No,1002,269,2001,5,1,3005,1,844,3,4001,42,2,3,5005,4,6000,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8,7,0
35,No,1002,950,2001,7,3,3004,1,845,3,4001,59,3,3,5004,3,6002,10221,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6,2,0
28,No,1002,760,2002,2,4,3002,1,846,2,4000,81,3,2,5007,2,6001,4779,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5,2,1
34,No,1002,829,2000,3,2,3000,1,847,3,4001,88,3,1,5001,4,6001,3737,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2,5,0
26,Yes,1001,887,2001,5,2,3003,1,848,3,4000,88,2,1,5006,3,6001,2366,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7,7,0
27,No,1000,443,2001,3,3,3003,1,850,4,4001,50,3,1,5006,4,6001,1706,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0,7,0
51,No,1002,1318,2002,26,4,3002,1,851,1,4000,66,3,4,5003,3,6001,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17,2,0
44,No,1002,625,2001,4,3,3003,1,852,4,4001,50,3,2,5000,2,6002,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,4,0
25,No,1002,180,2001,2,1,3003,1,854,1,4001,65,4,1,5006,1,6002,3424,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1,2,0
33,No,1002,586,2002,1,3,3003,1,855,1,4001,48,4,2,5007,1,6000,4037,21816,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8,2,0
35,No,1002,1343,2001,27,1,3003,1,856,3,4000,53,2,1,5006,1,6002,2559,17852,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1,3,0
36,No,1002,928,2002,1,2,3001,1,857,2,4001,56,3,2,5007,4,6001,6201,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11,6,0
32,No,1002,117,2002,13,4,3001,1,859,2,4001,73,3,2,5007,4,6000,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3,2,0
30,No,1001,1012,2001,5,4,3001,1,861,2,4001,75,2,1,5006,4,6000,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,2,0
53,No,1002,661,2002,7,2,3002,1,862,1,4000,78,2,3,5007,4,6001,10934,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4,2,0
45,No,1002,930,2002,9,3,3002,1,864,4,4001,74,3,3,5007,1,6000,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2,5,0
32,No,1002,638,2001,8,2,3003,1,865,3,4000,91,4,2,5006,3,6001,5175,22162,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3,2,0
52,No,1001,890,2001,25,4,3003,1,867,3,4000,81,2,4,5004,4,6001,13826,19028,3,Y,No,22,4,3,80,0,31,3,3,9,8,0,0,2,1
37,No,1002,342,2002,16,4,3002,1,868,4,4001,66,2,2,5007,3,6000,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,5,0
28,No,1002,1169,2000,8,2,3003,1,869,2,4001,63,2,1,5001,4,6000,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,2,0
22,No,1002,1230,2001,1,2,3001,1,872,4,4001,33,2,2,5004,4,6001,4775,19146,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2,7,0
44,No,1002,986,2001,8,4,3001,1,874,1,4001,62,4,1,5002,4,6001,2818,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2,4,0
42,No,1001,1271,2001,2,1,3003,1,875,2,4001,35,3,1,5006,4,6002,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2,6,0
36,No,1002,1278,2000,8,3,3001,1,878,1,4001,77,2,1,5001,1,6001,2342,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3,2,0
25,No,1002,141,2002,3,1,3004,1,879,3,4001,98,3,2,5007,1,6001,4194,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3,5,0
35,No,1002,607,2001,9,3,3001,1,880,4,4000,66,2,3,5004,3,6001,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15,2,0
35,Yes,1001,130,2001,25,4,3001,1,881,4,4000,96,3,1,5006,2,6000,2022,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8,2,0
32,No,1000,300,2001,1,3,3001,1,882,4,4001,61,3,1,5002,4,6000,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2,2,0
25,No,1002,583,2002,4,1,3002,1,885,3,4001,87,2,2,5007,1,6001,4256,18154,1,Y,No,12,3,1,80,0,5,1,4,5,2,0,3,4,0
49,No,1002,1418,2001,1,3,3005,1,887,3,4000,36,3,1,5006,1,6001,3580,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2,2,0
24,No,1000,1269,2001,4,1,3001,1,888,1,4001,46,2,1,5002,4,6001,3162,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4,2,0
32,No,1001,379,2002,5,2,3001,1,889,2,4001,48,3,2,5007,2,6001,6524,8891,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3,4,0
38,No,1002,395,2002,9,3,3002,1,893,2,4001,98,2,1,5008,2,6001,2899,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2,5,0
42,No,1002,1265,2001,3,3,3001,1,894,3,4000,95,4,2,5002,4,6001,5231,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3,2,0
